screen_name,dbpedia_types
ytcreators,[['TelevisionStation']]
ytcreators,"[['Website', 'Work']]"
ahelmy,[['Actor']]
arjunk26,[['Actor']]
Cinemex,"[['Company', 'Organisation']]"
kevadamsss,[['Person']]
dilmabr,"[['Person', 'Politician', 'Politician']]"
oserginho,[['Person']]
JornalOGlobo,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
ahickmann,"[['Person', 'Model']]"
ZooeyDeschanel,[['Person']]
dost_pagasa,"[['GovernmentAgency', 'Organisation']]"
TwitterSupport,"[['Website', 'Work']]"
TwitterSupport,"[['Company', 'Organisation']]"
PostMalone,"[['Person', 'MusicalArtist']]"
jackwhitehall,[['Person']]
RandyOrton,"[['Person', 'Athlete', 'Wrestler']]"
multishow,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
MMFlint,[['Person']]
JoyceMeyer,"[['Person', 'Writer']]"
business,"[['Company', 'Organisation']]"
tylerperry,[['Person']]
Cyrilhanouna,[['Person']]
aarbeloa17,"[['Person', 'Athlete', 'SoccerPlayer']]"
linkinpark,[['Band']]
lulopilato,[['Actor']]
oceara,[['Actor']]
Residente,"[['Person', 'MusicalArtist']]"
TheShilpaShetty,[['Actor']]
ImZaheer,"[['Person', 'Athlete', 'Cricketer']]"
tyleroakley,"[['Person', 'Youtuber']]"
simonpegg,[['Actor']]
Mohanlal,[['Actor']]
gmail,[['Organisation']]
gmail,"[['Website', 'Work']]"
thesushmitasen,[['Actor']]
BillNye,"[['Person', 'Scientist']]"
Imaginedragons,"[['Band', 'Organisation', 'Group']]"
TheVijayMallya,"[['Person', 'Politician', 'Politician']]"
HamidMirPAK,[['Person']]
wizkidayo,"[['Person', 'Artist', 'MusicalArtist']]"
lalioficial,"[['Person', 'MusicalArtist']]"
PerezHilton,[['Person']]
JackJ,"[['Person', 'Artist', 'MusicalArtist']]"
RanaDaggubati,[['Actor']]
Metallica,"[['Band', 'Organisation', 'Group']]"
WillyrexYT,"[['Person', 'Youtuber']]"
the_hindu,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
Siva_Kartikeyan,[['Person']]
belindapop,[['Person']]
ESPNcricinfo,"[['Website', 'Work']]"
joerogan,"[['Person', 'Artist', 'Comedian']]"
ikamalhaasan,[['Actor']]
gucci,"[['Company', 'Organisation']]"
Ahmet_Davutoglu,"[['Person', 'Politician', 'Politician']]"
BillSimmons,[['Person']]
Jack_Septic_Eye,"[['Person', 'Youtuber']]"
FCBarcelona_cat,"[['Organisation', 'SoccerClub', 'SportsClub']]"
jennettemccurdy,[['Actor']]
raphaelvarane,"[['Person', 'Athlete', 'SoccerPlayer']]"
mainedcm,[['Person']]
ygent_official,[['Company']]
CFKArgentina,"[['Person', 'Politician', 'Politician']]"
SenWarren,"[['Person', 'Politician', 'Politician']]"
paulitachaves,"[['Person', 'Model']]"
ajinkyarahane88,"[['Person', 'Athlete', 'Cricketer']]"
rajinikanth,[['Actor']]
Lilly,[['Person']]
SkyNews,[['RadioStation']]
SteveCarell,[['Actor']]
zaytung,[['Website']]
RedHourBen,[['Person']]
aldenrichards02,[['Actor']]
JohnCleese,[['Actor']]
FelipeCalderon,"[['Person', 'Politician', 'Politician']]"
LewisHamilton,"[['Person', 'FormulaOneRacer']]"
ahmethc,[['Journalist']]
haashoficial,"[['Band', 'Organisation', 'Group']]"
luckymanzano,[['Actor']]
kasimf,[['Person']]
paramore,"[['Band', 'Organisation', 'Group']]"
mipaltan,"[['CricketTeam', 'Organisation', 'SportsTeam']]"
jornalnacional,"[['TelevisionShow', 'Work']]"
EA,[['Company']]
jason_mraz,"[['Person', 'MusicalArtist']]"
Suriya_offl,[['Person']]
Caspar_Lee,"[['Person', 'Youtuber']]"
WWEUniverse,"[['Company', 'Organisation']]"
WhoSunilGrover,[['Person']]
skynewsarabia,[['Work']]
skynewsarabia,"[['TelevisionStation', 'Broadcaster', 'Organisation']]"
HarvardBiz,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
AndreaLegarreta,[['Person']]
ValeYellow46,"[['Person', 'Athlete', 'MotorsportRacer', 'MotorcycleRider']]"
ChennaiIPL,"[['CricketTeam', 'Organisation', 'SportsTeam']]"
MsLeaSalonga,"[['Person', 'Artist', 'MusicalArtist']]"
lenadunham,[['Actor']]
muftimenk,[['Person']]
itskcconcepcion,[['Actor']]
wikileaks,"[['Website', 'Work']]"
wikileaks,[['Organisation']]
itsenriquegil,[['Person']]
DangeRussWilson,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
nytimesbooks,"[['Magazine', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
nytimesbooks,"[['Book', 'WrittenWork', 'Work']]"
JuanManSantos,"[['Person', 'Politician', 'Politician']]"
allkpop,"[['Website', 'Work']]"
TherealTaraji,[['Actor']]
TF1,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
mrsfunnybones,[['Person']]
kevinjonas,"[['Person', 'MusicalArtist']]"
LoganPaul,[['Person']]
MikeTyson,"[['Person', 'Boxer']]"
AnilKapoor,[['Actor']]
asliyoyo,"[['Person', 'Artist', 'MusicalArtist']]"
krungy21,[['Actor']]
TMZ,"[['Book', 'Work']]"
TMZ,"[['Website', 'Work']]"
MrBeastYT,"[['Person', 'Youtuber']]"
bomanirani,[['Person']]
iamjohnoliver,[['Person']]
NicoleScherzy,[['Person']]
kerrywashington,[['Actor']]
leopoldolopez,"[['Person', 'Politician', 'Politician']]"
Lord_Sugar,[['Person']]
jesseyjoy,"[['Band', 'Organisation', 'Group']]"
RedCross,[['Organisation']]
souljaboy,"[['Person', 'Artist', 'MusicalArtist']]"
Jenna_Marbles,[['Person']]
Joe_Sugg,[['Person']]
vekilince,"[['Person', 'Politician', 'Politician']]"
dolcegabbana,[['Company']]
IndiaToday,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
gabyespino,[['Actor']]
SkySports,"[['Band', 'Organisation']]"
SkySports,"[['TelevisionStation', 'Broadcaster', 'Organisation']]"
chrisrock,"[['Person', 'Artist', 'Comedian']]"
shfly3424,"[['Person', 'MusicalArtist']]"
booba,"[['Person', 'Artist', 'MusicalArtist']]"
PretaGil,"[['Person', 'Artist', 'MusicalArtist']]"
danawhite,[['Person']]
MirandaKerr,"[['Person', 'Model']]"
NitishKumar,"[['Person', 'Politician', 'Politician']]"
ayushmannk,[['Actor']]
kritisanon,[['Actor']]
DiegoForlan7,"[['SoccerManager', 'SportsManager', 'Person']]"
DiegoForlan7,"[['SoccerPlayer', 'Person']]"
AamAadmiParty,[['PoliticalParty']]
pamyurin,"[['Person', 'Artist', 'MusicalArtist']]"
SunnyLeone,[['Person']]
trishtrashers,[['Actor']]
AlfieDeyes,"[['Person', 'Writer']]"
elespectador,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
Renner4Real,[['Person']]
carlosvives,"[['Person', 'Artist', 'MusicalArtist']]"
PochoLavezzi,"[['Person', 'Athlete', 'SoccerPlayer']]"
jose_simao,[['Journalist']]
BethanyMota,"[['Person', 'Youtuber']]"
wossy,[['Person']]
MTVNEWS,[['Organisation']]
wasimakramlive,"[['Person', 'Athlete', 'Cricketer']]"
Skype,"[['Software', 'Work']]"
yelyahwilliams,"[['Person', 'MusicalArtist']]"
Tyga,"[['Person', 'Artist', 'MusicalArtist']]"
official_flo,"[['Person', 'Artist', 'MusicalArtist']]"
geneliad,[['Actor']]
heidiklum,"[['Person', 'Model']]"
GreenDay,[['Band']]
mauriciomacri,"[['Person', 'Politician', 'Politician']]"
sethmeyers,"[['Person', 'Artist', 'Comedian']]"
cnnturk,"[['TelevisionStation', 'Broadcaster', 'Organisation']]"
cnnturk,[['Work']]
marley_ok,[['Person']]
llcoolj,"[['Person', 'Artist', 'MusicalArtist']]"
JYPETWICE,"[['Band', 'Organisation', 'Group']]"
BSchweinsteiger,"[['Person', 'Athlete', 'SoccerPlayer']]"
TheAJMendez,[['Person']]
montesjulia,[['Actor']]
LeventUzumcu,[['Actor']]
tiesto,"[['Person', 'Artist', 'MusicalArtist']]"
lilyachty,"[['Person', 'Artist', 'MusicalArtist']]"
ARMurugadoss,[['MovieDirector']]
SGanguly99,"[['Politician', 'Person']]"
SGanguly99,"[['Cricketer', 'Person']]"
thekillers,[['Band']]
samuelmilby,[['Actor']]
globovision,"[['RadioStation', 'Broadcaster']]"
RealMikeWilbon,[['Person']]
realpreityzinta,[['Person']]
GloriaTrevi,"[['Person', 'Artist', 'MusicalArtist']]"
MagicJohnson,"[['Person', 'Athlete', 'BasketballPlayer']]"
johngreen,"[['Person', 'Youtuber']]"
LennyKravitz,"[['Person', 'MusicalArtist']]"
lifeaseva,"[['Person', 'Youtuber']]"
candundaradasi,[['Journalist']]
lucaslucco,"[['Person', 'Artist', 'MusicalArtist']]"
djkhaled,"[['Person', 'MusicalArtist']]"
icecube,[['MusicalArtist']]
LaLiga,"[['Organisation', 'SoccerLeague', 'SportsLeague']]"
FifthHarmony,"[['Band', 'Organisation', 'Group']]"
manuginobili,"[['Person', 'Athlete', 'BasketballPlayer']]"
usainbolt,"[['Person', 'Athlete']]"
iam_juhi,[['Actor']]
WWESheamus,"[['Person', 'Athlete', 'Wrestler']]"
TomHolland1996,[['Actor']]
wisinyyandel,"[['Band', 'Organisation', 'Group']]"
JustinTrudeau,"[['Person', 'Politician', 'Politician']]"
ANCALERTS,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
MMDA,[['Organisation']]
DharmaMovies,"[['Company', 'Organisation']]"
FCBayern,"[['Organisation', 'SoccerClub', 'SportsClub']]"
ssrajamouli,[['MovieDirector']]
dylansprouse,[['Actor']]
jonasbrothers,"[['Band', 'Organisation', 'Group']]"
polo_polo,[['Person']]
EmmanuelMacron,"[['Person', 'Politician', 'Politician']]"
NickCannon,"[['Person', 'MusicalArtist']]"
filmfare,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
OlaAlfares,[['Person']]
intel,[['Company']]
dylanobrien,[['Actor']]
HilaryDuff,[['Actor']]
PTIofficial,"[['Organisation', 'PoliticalParty']]"
CMShehbaz,"[['Person', 'Politician', 'Politician']]"
Versace,"[['Company', 'Organisation']]"
Starbucks_J,[['Company']]
NatGeoPhotos,[['Company']]
NatGeoPhotos,[['University']]
TomCavalcante1,[['Actor']]
Adela_Micha,[['Journalist']]
yokoono,"[['Person', 'MusicalArtist']]"
hardikpandya7,"[['Person', 'Athlete', 'Cricketer']]"
recordtvoficial,"[['BroadcastNetwork', 'Organisation', 'Broadcaster']]"
ihansika,[['Actor']]
TimTebow,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
lafouine78,"[['Person', 'MusicalArtist']]"
YUVSTRONG12,"[['Person', 'Cricketer']]"
giseleofficial,"[['Person', 'Model']]"
syntekoficial,"[['Person', 'Artist', 'MusicalArtist']]"
MedvedevRussia,"[['Person', 'Politician', 'Politician']]"
LuisChataing,[['Person']]
MiamiHEAT,"[['BasketballTeam', 'Organisation', 'SportsTeam']]"
RomeoSantosPage,"[['Person', 'Artist', 'MusicalArtist']]"
FoodNetwork,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
iamjamiefoxx,[['Person']]
DavidDobrik,"[['Person', 'Youtuber']]"
SDhawan25,"[['Person', 'Athlete', 'Cricketer']]"
lala,[['Person']]
DonaldJTrumpJr,[['Person']]
SkySportsPL,"[['TelevisionStation', 'Broadcaster', 'Organisation']]"
SkySportsPL,"[['Band', 'Organisation']]"
amyschumer,"[['Person', 'Artist', 'Comedian']]"
MaiteOficial,[['Actor']]
spagov,"[['GovernmentAgency', 'Organisation']]"
brunogagliasso,[['Actor']]
justdemi,[['Actor']]
DrakeBell,[['Person']]
steveaustinBSR,[['Person']]
UncleRUSH,[['Person']]
NoelSchajris,"[['Person', 'Artist', 'MusicalArtist']]"
RickRoss,"[['Person', 'Artist', 'MusicalArtist']]"
ChinoyNacho,"[['Person', 'Artist', 'MusicalArtist']]"
JoeBiden,"[['Person', 'Politician', 'Politician']]"
HamzawyAmr,"[['Person', 'Politician']]"
urgantcom,[['Person']]
JonahHill,[['Actor']]
pattonoswalt,[['Person']]
Schwarzenegger,"[['Person', 'Politician']]"
Patriots,"[['SoccerClub', 'Organisation']]"
Patriots,"[['AmericanFootballTeam', 'SportsTeam', 'Organisation']]"
Schofe,[['Person']]
nicolerichie,[['Person']]
paulkrugman,"[['Economist', 'Person']]"
paulkrugman,"[['Writer', 'Person']]"
CristineReyesss,[['Actor']]
bretmanrock,[['Person']]
NBATV,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
LeaMichele,[['Person']]
bigbangtheory,"[['TelevisionShow', 'Work']]"
fifacom_es,[['Organisation']]
WORLDSTAR,[['Company']]
WORLDSTAR,"[['Website', 'Work']]"
wbpictures,"[['Film', 'Work']]"
Milenio,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
altonbrown,"[['Person', 'Chef']]"
Javedakhtarjadu,"[['Person', 'Politician']]"
sureshpprabhu,"[['Person', 'Politician', 'Politician']]"
blakegriffin23,"[['Person', 'Athlete', 'BasketballPlayer']]"
CaptainSparklez,"[['Person', 'Youtuber']]"
eddieizzard,[['Person']]
youngthug,"[['Person', 'Artist', 'MusicalArtist']]"
DishPatani,[['Actor']]
henrygayle,"[['Person', 'Athlete', 'Cricketer']]"
kingarturo23,"[['Person', 'Athlete', 'SoccerPlayer']]"
CoryBooker,"[['Person', 'Politician', 'Politician']]"
Mike_Pence,"[['Person', 'Politician', 'Politician']]"
rampalarjun,"[['Person', 'Actor', 'Artist']]"
rainnwilson,[['Actor']]
bridgitmendler,[['Person']]
BradPaisley,"[['Person', 'MusicalArtist']]"
RevistaSemana,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
jack,[['Person']]
iyavillania,[['Actor']]
AaronRodgers12,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
WholeFoods,"[['Company', 'Organisation']]"
InStyle,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
F1,[['MusicGenre']]
JaredLeto,[['Person']]
2chainz,"[['Person', 'Artist', 'MusicalArtist']]"
rachaelray,[['Person']]
AlvaroMorata,"[['Person', 'Athlete', 'SoccerPlayer']]"
CNNnews18,"[['TelevisionStation', 'Broadcaster', 'Organisation']]"
CNNnews18,"[['RadioStation', 'Broadcaster', 'Organisation']]"
KevinSpacey,[['Actor']]
julietav,"[['Person', 'Artist', 'MusicalArtist']]"
LilNasX,"[['ArtistDiscography', 'MusicalWork', 'Work']]"
tamannaahspeaks,[['Actor']]
MarioGoetze,"[['Person', 'Athlete', 'SoccerPlayer']]"
MariaCorinaYA,"[['Person', 'Politician', 'Politician']]"
ameesha_patel,[['Actor']]
DUALIPA,"[['Person', 'MusicalArtist']]"
anilkumble1074,"[['Person', 'Athlete', 'Cricketer']]"
special1004,[['Person']]
DesignMuseum,[['Film']]
DesignMuseum,"[['Museum', 'Building', 'ArchitecturalStructure']]"
KKRiders,"[['CricketTeam', 'Organisation', 'SportsTeam']]"
AshBenzo,[['Actor']]
FaZeClan,"[['Organisation', 'SportsTeam']]"
FarrukoOfficial,"[['Person', 'Artist', 'MusicalArtist']]"
ElNennY,"[['Person', 'Athlete', 'SoccerPlayer']]"
Hurriyet,[['RecordLabel']]
Hurriyet,"[['Newspaper', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
hrw,"[['Company', 'Organisation']]"
KeriHilson,"[['Person', 'Artist', 'MusicalArtist']]"
Dropbox,"[['Software', 'Work']]"
NTN24,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
sudhirchaudhary,[['Journalist']]
KyrieIrving,"[['Person', 'Athlete', 'BasketballPlayer']]"
PedroFerriz,[['Person']]
KeithUrban,"[['Person', 'Artist', 'MusicalArtist']]"
JerrySeinfeld,"[['Person', 'Artist', 'Comedian']]"
SpeakerPelosi,"[['Person', 'Politician', 'Politician']]"
SpursOfficial,"[['Organisation', 'SoccerClub', 'SportsClub']]"
GNev2,"[['SoccerPlayer', 'Person']]"
GNev2,"[['SoccerManager', 'SportsManager', 'Person']]"
Snowden,[['Person']]
ANAMARIABRAGA,"[['Person', 'Journalist']]"
esmuellert_,"[['Person', 'Athlete', 'SoccerPlayer']]"
NajibRazak,"[['Person', 'Politician', 'Politician']]"
GaryBarlow,"[['Person', 'Artist', 'MusicalArtist']]"
twhiddleston,[['Person']]
paulpierce34,[['Athlete']]
DeniseDresserG,[['Person']]
MarziaPie,"[['Person', 'Youtuber']]"
anakarylle,"[['Person', 'MusicalArtist']]"
FallonTonight,"[['TelevisionShow', 'Work']]"
DONJAZZY,"[['Person', 'Artist', 'MusicalArtist']]"
MikaSingh,"[['Person', 'Artist', 'MusicalArtist']]"
GloboNews,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
ilovegeorgina,"[['Person', 'Model']]"
RevRunWisdom,"[['Person', 'Artist', 'MusicalArtist']]"
Vevo,[['Company']]
Vevo,"[['Website', 'Work']]"
Vevo,"[['Album', 'Work']]"
solangeknowles,"[['Person', 'MusicalArtist']]"
Apple,"[['Company', 'Bank', 'Organisation']]"
PLLTVSeries,"[['TelevisionShow', 'Work']]"
hitRECordJoe,[['Actor']]
jaimecamil,[['Actor']]
chicagobulls,"[['BasketballTeam', 'Organisation', 'SportsTeam']]"
amnestyusa,[['Organisation']]
lifehacker,"[['Website', 'Work']]"
solennheussaff,[['Person']]
myfabolouslife,"[['Person', 'Artist', 'MusicalArtist']]"
GretaThunberg,[['Person']]
sagarikaghose,[['Person']]
AirAsia_indo,"[['Company', 'Airline', 'Organisation', 'PublicTransitSystem']]"
politico,"[['Company', 'Organisation']]"
marcorubio,"[['Person', 'Politician', 'Politician']]"
ThisIsDSP,"[['Person', 'Artist', 'MusicalArtist']]"
therealrussellp,[['Person']]
DebbyRyan,[['Actor']]
penguinusa,"[['Publisher', 'Company', 'Organisation']]"
penguinusa,[['Building']]
JoeyGraceffa,"[['Person', 'Youtuber']]"
NargisFakhri,[['Actor']]
obj,"[['Person', 'AmericanFootballPlayer', 'Athlete', 'GridironFootballPlayer']]"
twentyonepilots,"[['Band', 'Organisation', 'Group']]"
ShawnMichaels,"[['Person', 'Athlete', 'Wrestler']]"
sneijder101010,"[['Person', 'Athlete', 'SoccerPlayer']]"
sardanarohit,[['Person']]
paulwesley,[['Actor']]
wojespn,[['Person']]
GaryValenciano1,[['MusicalArtist']]
IanMcKellen,[['Actor']]
GameSpot,"[['Website', 'Work']]"
USATODAY,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
ReikMx,"[['Band', 'Organisation', 'Group']]"
taapsee,[['Actor']]
CaracolTV,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
UNoticias,"[['Newspaper', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
HamdanMohammed,[['PersonFunction']]
HamdanMohammed,"[['Royalty', 'Person']]"
ewarren,"[['Person', 'Politician', 'Politician']]"
ClubAmerica,"[['Organisation', 'SoccerClub', 'SportsClub']]"
SismologicoMX,[['Organisation']]
KMbappe,"[['Person', 'Athlete', 'SoccerPlayer']]"
SoVeryBritish,"[['TelevisionShow', 'Work']]"
MaheshNBhatt,[['Person']]
sambitswaraj,"[['Person', 'Politician']]"
WWERomanReigns,"[['Person', 'Wrestler']]"
DaRealAmberRose,"[['Person', 'Model']]"
Manuel_Neuer,"[['Person', 'Athlete', 'SoccerPlayer']]"
SunidhiChauhan5,"[['Person', 'MusicalArtist']]"
billieeilish,[['Person']]
revistasuper,"[['Magazine', 'WrittenWork', 'PeriodicalLiterature', 'Work']]"
alexmorgan13,"[['Person', 'Athlete', 'SoccerPlayer']]"
WWF,[['Organisation']]
chavezcandanga,"[['Person', 'Politician', 'Politician']]"
VasundharaBJP,"[['Person', 'Politician', 'Politician']]"
KP24,"[['Person', 'Athlete', 'Cricketer']]"
RGVzoomin,[['Person']]
bonang_m,[['Person']]
yrf,[['Company']]
gio_antonelli,[['Actor']]
iTIGERSHROFF,[['Actor']]
stc_ksa,"[['Company', 'Organisation']]"
MamataOfficial,"[['Person', 'Politician', 'Politician']]"
rsprasad,"[['Person', 'Politician', 'Politician']]"
MarvelStudios,"[['Company', 'Organisation']]"
FePaesLeme,[['Actor']]
jypnation,"[['Company', 'Organisation', 'RecordLabel']]"
21LVA,"[['Person', 'Athlete', 'SoccerPlayer']]"
FT,[['Company']]
FT,"[['Newspaper', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
dallascowboys,"[['BroadcastNetwork', 'Broadcaster']]"
PawanKalyan,"[['Person', 'Politician']]"
Rakulpreet,[['Actor']]
wyclef,"[['Person', 'MusicalArtist']]"
julianapaes,[['Actor']]
TheRealStanLee,"[['Person', 'Artist', 'ComicsCreator']]"
markwahlberg,[['Person']]
DJPaulyD,"[['Person', 'Artist', 'MusicalArtist']]"
wwwbigbaldhead,[['Actor']]
Treyarch,"[['Company', 'Organisation']]"
Cuadrado,"[['Person', 'Athlete', 'SoccerPlayer']]"
katedelcastillo,[['Actor']]
ridwankamil,"[['Person', 'Politician', 'Politician']]"
RafaMarquezMX,"[['SoccerManager', 'SportsManager', 'Person']]"
RafaMarquezMX,"[['SoccerPlayer', 'Person']]"
HayesGrier,[['Person']]
yamigautam,[['Actor']]
SkyNewsArabia_B,"[['TelevisionStation', 'Broadcaster', 'Organisation']]"
SkyNewsArabia_B,[['Work']]
RealLamarOdom,"[['Person', 'Athlete', 'BasketballPlayer']]"
nflnetwork,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
Nickelodeon,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
Jumpman23,[['Company']]
SkyNewsBreak,[['RadioStation']]
Javier_Alatorre,[['Journalist']]
DaniCarvajal92,[['SoccerPlayer']]
sciam,"[['AcademicJournal', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
sciam,"[['Magazine', 'PeriodicalLiterature', 'WrittenWork', 'Work']]"
jasonderulo,"[['Person', 'Artist', 'MusicalArtist']]"
themichaelowen,"[['Person', 'Athlete', 'SoccerPlayer']]"
lorenzojova,"[['Person', 'Artist', 'MusicalArtist']]"
lizasoberano,[['Actor']]
BocaJrsOficial,"[['Organisation', 'SoccerClub', 'SportsClub']]"
dedesecco,[['Actor']]
cher,"[['Person', 'Artist', 'MusicalArtist']]"
JordinSparks,"[['Person', 'Artist', 'MusicalArtist']]"
Turki_alalshikh,[['Person']]
jakepaul,[['Person']]
taran_adarsh,[['Person']]
NicolasMaduro,"[['Person', 'Politician']]"
RCBTweets,"[['CricketTeam', 'Organisation', 'SportsTeam']]"
WWERollins,"[['Person', 'Wrestler']]"
pabloalboran,"[['Person', 'MusicalArtist']]"
RickyPDillon,"[['Person', 'Youtuber']]"
MKBHD,"[['Person', 'Youtuber']]"
RJ_Balaji,[['Person']]
eentertainment,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
thebeatles,"[['Band', 'Organisation', 'Group']]"
Jason_Aldean,"[['Person', 'Artist', 'MusicalArtist']]"
gianmarcomusica,[['Person']]
YosriFouda,[['Journalist']]
googlemaps,"[['Company', 'Organisation']]"
googlemaps,"[['Website', 'Work']]"
BustaRhymes,"[['Person', 'Artist', 'MusicalArtist']]"
FinallyMario,"[['Person', 'Athlete', 'SoccerPlayer']]"
RachelZoe,[['Person']]
petrogustavo,"[['Person', 'Politician', 'Politician']]"
JackWilshere,"[['Person', 'Athlete', 'SoccerPlayer']]"
GMA,"[['TelevisionShow', 'Work']]"
HamillHimself,[['Person']]
notch,[['Person']]
AnselElgort,[['Actor']]
Caitlyn_Jenner,[['Person']]
CalvinKlein,[['Company']]
DolarToday,"[['Website', 'Work']]"
TiwaSavage,"[['Person', 'Artist', 'MusicalArtist']]"
MarketWatch,"[['Website', 'Work']]"
malditaternura,[['Person']]
Kashifabbasiary,"[['Person', 'Writer']]"
Alyssa_Milano,[['Person']]
goodreads,[['Company']]
goodreads,"[['Website', 'Work']]"
Torres,"[['SoccerPlayer', 'Person']]"
Torres,"[['SoccerManager', 'SportsManager', 'Person']]"
wef,[['Organisation']]
weatherchannel,"[['Organisation', 'TelevisionStation', 'Broadcaster']]"
diljitdosanjh,"[['Person', 'MusicalArtist']]"
ChrisMoyles,[['Person']]
CaracolRadio,"[['Organisation', 'RadioStation', 'Broadcaster']]"
bbcmundo,"[['BroadcastNetwork', 'Organisation', 'Broadcaster']]"
MarthaStewart,[['Person']]
CaioCastro,[['Actor']]
taeccool,[['Person']]
tedcruz,"[['Person', 'Politician', 'Politician']]"
SpeakerRyan,"[['Person', 'Politician', 'Politician']]"
TheAcademy,[['Award']]
TheAcademy,[['TelevisionShow']]
